num,levc,revc,aoc,clt,clm,cdc,ctt,ctm,cdt,cdm,cxc,cxt,cxm,cct,ccm,lelc,relc,slt,slm,sdc,smt,smm,sdt,sdm,sxc,sxt,sxm,sct,scm,exc,ept,epm,ext,exm,ect,ecm,srx
1,25001,25001,47398,191104925,35466781,47787,173935527,209717248,130385472,41945088,870,189631818,100663296,493952817,352325632,545535,545535,6231338410,541074632,48784,2914897300,587202560,5651742725,1072144896,941,1192090419,478164408,9758730444,2137511864,0,0,0,0,0,0,0,540
2,50001,50001,88853,380335579,70934960,91676,217188968,411043840,155303514,75499520,3356,205550377,184549376,578042859,671092736,545535,545535,6083920198,549540584,95171,3007930907,511477160,5264708907,1216350208,3341,877219303,637534208,9149859117,2365361576,0,0,0,0,0,0,0,2001
3,75001,75001,124983,550340765,106419424,131939,286729219,570425344,207265833,83886080,7233,232961346,276826112,726956398,931137536,545535,545535,6258742593,549600232,139249,2892443878,305772888,5429889135,1181068144,7048,1067339442,78874200,9389672455,1565715232,0,0,0,0,0,0,0,4368
4,100001,100001,156554,1084917444,141946856,169101,672727798,729810944,273064259,117440512,12207,305205744,360712192,1250997801,1207963648,545535,545535,6162968579,549616800,181216,3106334072,310984432,5458154006,687033344,11699,1234426473,497740360,9798914551,1495758136,0,0,0,0,0,0,0,7295
5,125001,125001,184153,1208530244,177498664,203285,536703033,905969664,323745942,142608384,18301,487015991,444598272,1347464966,1493176320,545535,545535,6621780416,549637624,221262,3249756868,293910384,5591995371,1047717872,17304,1457819669,1526726656,10299571908,2868354912,0,0,0,0,0,0,0,10887
6,150000,150001,208448,1523806352,213048920,235205,961504878,1006632960,406753811,176162816,25050,465198353,528484352,1833457042,1711280128,545535,545535,6535253381,549670656,259490,3221686399,423837184,5370910821,740380672,23397,1761981834,509365360,10354579054,1673583216,0,0,0,0,0,0,0,14836
7,175000,175001,229941,1767392715,248591136,264855,848873651,1124073472,375033021,167772160,32432,461393877,595590560,1685300549,1887436192,545535,545535,6398835616,549722352,296148,3075370333,413301632,5327189271,719120384,30000,2001958065,865784408,10404517669,1998206424,0,0,0,0,0,0,0,19070
8,200000,200001,248540,2073261239,284161989,292324,901028244,1241513984,484152157,184549376,40558,508658754,679479296,1893839155,2105542656,545535,545535,6618140347,549736552,331200,2791999421,578816000,5614023996,636318160,37155,2189534029,463207024,10595557446,1678341184,0,0,0,0,0,0,0,23744
9,225000,225000,264742,2115047710,319760968,317795,1083510506,1342177280,690507586,192940032,49010,843082766,754974720,2617100858,2290092032,545535,545535,6122218150,549742416,364587,2995619648,518763008,5471228450,1308622848,44536,2181984741,858284440,10648832839,2685670296,0,0,0,0,0,0,0,28538
10,250000,250000,279151,2369773227,355360968,341767,1038666281,1442840576,629996072,209717248,57871,701729625,822083584,2370391978,2474641408,545535,545535,6360280139,549772944,396566,3012353923,578816000,5310735238,857905664,52166,2747315615,794956120,11070404776,2231677784,0,0,0,0,0,0,0,33566
11,275000,275000,291779,2521359444,390975581,364352,1573932362,1526726656,707923400,226494464,66987,778680886,897583104,3060536648,2650804224,545535,545535,6421819570,549791176,427480,2970144379,512365568,5404283431,722770432,59923,2917488056,390166496,11291915866,1625302496,0,0,0,0,0,0,0,38791
12,300000,300000,302771,2886030973,426585464,385231,1649821360,1621563392,551931986,234881024,76277,867583376,427126592,3069336722,2283571008,545535,545535,6491656748,549798648,456877,2599523257,578816000,5336000982,763365376,67882,2961923508,1507332024,10897447747,2849513400,0,0,0,0,0,0,0,43972
13,325000,325000,312534,3436953695,462192104,404950,1439843802,1694498816,587150747,243271680,85877,841699033,285887680,2868693582,2223658176,545535,545535,6175844882,549826560,485456,3083392826,299686272,5818791715,1124807680,75980,3302486043,534156800,12204670584,1958650752,0,0,0,0,0,0,0,49266
14,350000,350000,321093,3694195905,497826650,423447,2468536463,1840055296,586197939,251655584,95617,1059459228,588596424,4114193630,2680307304,545535,545535,6177420205,549846888,512874,3085187465,441308864,5719557339,709837312,84162,3714330747,779647024,12519075551,1930793200,0,0,0,0,0,0,0,54693
15,375000,375000,328644,3622922179,533466176,440664,2674982173,1916287912,622222967,260058448,105254,953449260,159385600,4250654400,2335731960,545535,545535,6842586162,549851952,538842,2769845682,505967040,5603359907,1142391296,92164,3923203515,736172504,12296409104,2384530840,0,0,0,0,0,0,0,59917
16,400000,400000,335322,3685777055,569128989,457136,1791080455,1904216064,724338200,268432800,114856,994297538,322972768,3509716193,2495621632,545535,545535,6773729744,549850032,563803,2953742832,294741648,5723138388,716771328,100015,4330897391,481160872,13007778611,1492673848,0,0,0,0,0,0,0,65119
17,425000,425000,341165,4226318404,604782056,472763,2502309113,1962934272,1024804962,276823456,124582,1183372708,438687368,4710486783,2678445096,545535,545535,6408437227,549857560,587991,3112862074,311697536,5694944470,755787776,107953,4821464930,698651440,13629271474,1766136752,0,0,0,0,0,0,0,70498
18,450000,450000,346326,4445844025,640452320,487765,3218596606,2157828608,634440503,285212672,134216,1206498572,372386464,5059535681,2815427744,545535,545535,6929642639,549847072,611536,3252017425,503316480,5882344178,741015040,115677,4480882667,1021479200,13615244270,2265810720,0,0,0,0,0,0,0,75691
19,475000,475000,350984,5007861880,676134304,501610,3209338538,2208002280,803277185,293603328,143801,1279378507,238650312,5291994230,2740255920,545535,545535,7117236718,549826064,633765,2860885191,342147312,5471857952,624532256,123373,5058000707,1031420224,13390743850,1998099792,0,0,0,0,0,0,0,80715
20,500000,500000,354939,4880007281,711836189,514824,3381377332,2248109568,671374931,301989888,153379,1120148074,433675264,5172900337,2983774720,545535,545535,6545586910,549825904,655451,2955810050,427200576,5841918722,1101003776,131157,4684058190,1762752016,13481786962,3290956368,0,0,0,0,0,0,0,85892
21,525000,525000,358548,5394683753,747558712,527124,2822039908,2181038080,847341017,301989888,163061,1555207906,605172272,5224588831,3088200240,545535,545535,6374986239,549798784,676215,2953794228,317053256,5838293925,686800896,138767,4874465583,942282096,13666553736,1946136248,0,0,0,0,0,0,0,90977
22,550000,550000,361736,5319064503,783267168,539067,3295800110,2332033024,1023053521,310380544,172518,1299519392,696376112,5618373023,3338789680,545535,545535,6702421987,549782952,696549,3228562025,303344496,5946807604,851057152,146234,5328311494,226758800,14503681123,1381160448,0,0,0,0,0,0,0,95942
