num,levc,revc,aoc,clt,clm,cdc,ctt,ctm,cdt,cdm,cxc,cxt,cxm,cct,ccm,lelc,relc,slt,slm,sdc,smt,smm,sdt,sdm,sxc,sxt,sxm,sct,scm,exc,ept,epm,ext,exm,ect,ecm,srx
1,29414,27768,60606,272001558,27191592,44945,502474957,331422080,190168052,109835480,597,335668292,226054160,1028311301,667311720,545513,545521,6139139633,428463144,46903,3409959326,562767896,12931303408,1461069664,678,1628407549,707412832,17969670283,2731250392,0,0,0,0,0,0,0,352
2,57239,55807,110879,529451128,32310309,86904,493826699,582392728,165623492,142981408,2220,449116661,428980704,1108566852,1154354840,545512,545518,6035839768,539228600,90809,3375561085,582429232,13101657180,6697630952,2276,1625162550,885226488,18102380815,8165286672,0,0,0,0,0,0,0,1372
3,85210,83918,154011,691675926,85545464,126419,650592069,906342232,263685694,177455352,4822,793514885,532266608,1707792648,1616064192,545490,545503,6296456876,539456360,133182,3171072407,560619272,13728636186,6740634264,4792,1742406364,1073432624,18642114957,8374686160,0,0,0,0,0,0,0,3035
4,114740,112788,192086,1146120776,113996152,164890,919620238,1143284248,643092391,223857152,8276,1077072788,671469752,2639785417,2038611152,545472,545487,6406423276,539626816,176424,3390788556,686010040,13633513621,6859846720,8112,2204014018,1354334320,19228316195,8900191080,0,0,0,0,0,0,0,5285
5,142658,140796,224595,1107314442,142574653,200306,1188805068,1312154192,604584476,256603360,12357,1375270875,769733280,3168660419,2338490832,545467,545510,6130501615,539796816,215830,3298726865,787310640,13764898935,6873498160,11917,2850321470,1818872328,19913947270,9479681128,0,0,0,0,0,0,0,7884
6,170557,168904,253312,1365232161,171236586,233883,1710808545,1475143104,400537949,287993440,17095,1825030451,864019328,3936376945,2627155872,545443,545550,6503505668,539909624,254157,3380306544,590096320,14331942342,6785806424,16302,2892999304,2065258352,20605248190,9441161096,0,0,0,0,0,0,0,10903
7,198772,196980,278807,4674813929,199775445,265735,4323129474,1620553240,830223375,316263520,22454,1652913971,948826352,6806266820,2885643112,545453,545574,8693149639,540118312,291227,6595747423,648280552,26963096553,6806401512,21183,5075281579,2592875888,38634125555,10047557952,0,0,0,0,0,0,0,14410
8,227192,225001,301597,2200394634,228133330,296048,1646646872,1775740608,684071630,355172800,28466,1930449159,1065460616,4261167661,3196374024,545460,545551,6647528814,540241848,327362,3228856644,710311840,15246140986,7102923272,26572,3749361402,2841189928,22224359032,10654425040,0,0,0,0,0,0,0,18326
9,255115,253284,322096,2357523227,256555058,324783,1817098166,1885130616,579977565,367435680,34688,2292383901,1102219832,4689459632,3354786128,545477,545490,6758049385,540328240,362219,3234902737,754121312,14422569278,7163909920,32295,4038679988,3393486712,21696152003,11311517944,0,0,0,0,0,0,0,22410
10,283174,281278,340373,2541275333,285053008,352186,2743436398,1994901400,634768403,388769888,41339,3358860786,1166226872,6737065587,3549898160,545497,545483,6135018895,540542920,396087,3535334726,798382176,15677102371,7185215848,38237,4700926612,3594748672,23913363709,11578346696,0,0,0,0,0,0,0,26769
