num,levc,revc,aoc,clt,clm,cdc,ctt,ctm,cdt,cdm,cxc,cxt,cxm,cct,ccm,lelc,relc,slt,slm,sdc,smt,smm,sdt,sdm,sxc,sxt,sxm,sct,scm,exc,ept,epm,ext,exm,ect,ecm,srx
11,447917,447873,566973,3946493339,662709824,455788,2394977384,2527383656,812241760,722142192,8289,674586140,722133848,3881805284,3971659696,765535,765535,7176426616,632711072,440170,5750892757,1083190104,18517668151,7582224688,8374,4961989941,2888469544,29230550849,11553884336,8289,3.25E+11,63790131411,2.30E+12,38124743792,2.63E+12,1.02E+11,8457
12,488502,488453,609098,3755994824,722753085,496953,2513442506,2709719536,1152462382,745943304,9237,1440621111,745949912,5106525999,4201612752,785535,785535,8490941018,640949096,480170,5276775574,774267984,17661669951,7936395576,9322,5359176276,3096840832,28297621801,11807504392,9237,4.06E+11,78148962485,3.22E+12,44686475568,3.62E+12,1.23E+11,9393
13,529087,529031,650872,3613551140,782804600,538116,3101329774,3306907744,1089876482,796342512,10131,1184969933,796334824,5376176189,4899585080,805535,805535,8074754604,649076904,520170,5611088523,826800056,18254520599,7854390336,10216,6339092850,3307624880,30204701972,11988815272,10131,4.84E+11,94608142054,4.60E+12,51741476178,5.08E+12,1.46E+11,10320
14,569677,569617,692422,4145503261,842869384,579292,4002353312,3113767640,1179817094,957633448,11037,1589744643,889678200,6771915049,4961079288,825535,825535,10330941379,657172296,560170,4911343991,889678192,21896561865,8006935560,11122,6345635471,3558619392,33153541327,12455233144,11037,5.63E+11,1.13E+11,6.59E+12,59281375985,7.15E+12,1.72E+11,11264
15,610234,610173,733642,4625521715,902912528,620405,3123994859,3288094832,1888846570,939477136,11985,2117151755,939486624,7129993184,5167058592,845535,845535,8971780128,665269568,600170,5066714496,939486736,16658707725,7985448432,12070,6900613060,3757850088,28626035281,12682785256,11985,6.59E+11,1.34E+11,9.28E+12,67297805348,9.94E+12,2.01E+11,12144
16,650811,650736,774717,5869098488,962953197,661545,3301354872,3492338128,1329283064,997831456,12879,2350777768,1020908952,6981415704,5511078536,865535,865535,8311225019,673328000,640170,5762051990,997841880,18152481227,7982562000,12964,7295066389,3991257816,31209599606,12971661696,12879,7.82E+11,1.58E+11,1.30E+13,75782394631,1.37E+13,2.33E+11,13055
17,691348,691257,815615,4611561626,1022913024,702603,3520138273,3693443360,1660593649,1055290648,13751,1633665041,1055301416,6814396963,5804035424,885535,885535,8966512788,681340184,680170,5756544405,1055301536,19974318284,8466651360,13836,7486871981,4221094664,33217734670,13743047560,13751,9.46E+11,1.85E+11,1.72E+13,84726774194,1.82E+13,2.68E+11,13905
18,731801,731740,856453,5366011144,1082819712,743539,4986963913,3896981600,2557421923,1113446328,14597,1429215683,1113456032,8973601519,6123883960,905535,905535,10138490245,689366816,720170,6010853356,1113490016,19383535762,8350759560,14682,8261875826,4457936656,33656264944,13922186232,14597,1.06E+12,2.14E+11,2.24E+13,94122574400,2.35E+13,3.07E+11,14745
19,772308,772274,897182,5986729985,1142765445,784580,4639515689,4096062024,2450137737,1170323968,15426,3371921510,1170339000,10461574936,6436724992,925535,925535,9194097991,697265976,760170,6150045220,1157587328,19711887167,8164359872,15511,9702291365,4665364816,35564223752,13987312016,15426,1.23E+12,2.46E+11,2.79E+13,1.04E+11,2.91E+13,3.49E+11,15604
20,812823,812757,937778,5465366703,1202731122,825578,4121195679,4790137856,2544969092,1122742776,16273,1375624737,1122740472,8041789508,7035621104,945535,945535,7937331646,705225328,800170,5544450513,1143028000,22330929933,8572587672,16358,10623358665,4651811552,38498739111,14367427224,16273,1.40E+12,2.82E+11,3.46E+13,1.14E+11,3.60E+13,3.94E+11,16447
21,853328,853265,978276,6978073792,1262656426,866591,4280877951,4710432400,2647510509,1110411248,17108,1525162501,1110427528,8453550961,6931271176,965535,965535,7710333782,713117488,840170,6109936443,1130910232,20098171918,8481616896,17193,9310072281,4605241784,35518180642,14217768912,17108,1.60E+12,3.21E+11,4.23E+13,1.25E+11,4.39E+13,4.43E+11,17241
22,893798,893773,1018759,6876887772,1322597565,907569,5874224444,4661686288,2249424585,1100769344,17942,3519593147,1100782696,11643242176,6863238328,985535,985535,8557121204,720970936,880170,6901511619,1121877800,19765100849,8413624928,18027,9118776574,5143769400,35785389042,14679272128,17942,1.81E+12,3.63E+11,5.11E+13,1.36E+11,5.29E+13,4.96E+11,18016
